scope,workload,size,platform_scope,holdout_session,metric,selected_platform,selected_configuration,selected_threads,oracle_platform,oracle_configuration,oracle_threads,selected_value,oracle_value,regret_pct,platform_match,configuration_match,within_1pct,within_2pct,within_5pct,within_10pct
cpu_threads,AXPY,1000000,AMD,5,energy,AMD,10T,10,AMD,8T,8,0.0029273668457689,0.0028675547755997,2.0858213652323876,True,False,False,False,True,True
cpu_threads,AXPY,1000000,AMD,5,edp,AMD,10T,10,AMD,8T,8,5.516871277657277e-08,5.445833075535376e-08,1.3044505980366994,True,False,False,True,True,True
cpu_threads,AXPY,1000000,INTEL,1,runtime,INTEL,10T,10,INTEL,10T,10,1.516122525359576e-05,1.516122525359576e-05,0.0,True,True,True,True,True,True
cpu_threads,AXPY,1000000,INTEL,1,energy,INTEL,10T,10,INTEL,10T,10,0.0022029490613171,0.0022029490613171,0.0,True,True,True,True,True,True
cpu_threads,AXPY,1000000,INTEL,1,edp,INTEL,10T,10,INTEL,10T,10,3.3390458525892095e-08,3.3390458525892095e-08,0.0,True,True,True,True,True,True
cpu_threads,AXPY,1000000,INTEL,2,runtime,INTEL,10T,10,INTEL,20T,20,1.3129548700788431e-05,1.2038462085820314e-05,9.063338881577486,True,False,False,False,False,True
cpu_threads,AXPY,1000000,INTEL,2,energy,INTEL,10T,10,INTEL,20T,20,0.0020673893574665,0.0020623540057886,0.24415554573886666,True,False,True,True,True,True
cpu_threads,AXPY,1000000,INTEL,2,edp,INTEL,10T,10,INTEL,20T,20,2.7159393763357072e-08,2.48398585271796e-08,9.337956710338968,True,False,False,False,False,True
cpu_threads,AXPY,1000000,INTEL,3,runtime,INTEL,10T,10,INTEL,10T,10,1.4020579249288891e-05,1.4020579249288891e-05,0.0,True,True,True,True,True,True
cpu_threads,AXPY,1000000,INTEL,3,energy,INTEL,10T,10,INTEL,10T,10,0.0022499783469657,0.0022499783469657,0.0,True,True,True,True,True,True
cpu_threads,AXPY,1000000,INTEL,3,edp,INTEL,10T,10,INTEL,10T,10,3.155385208958387e-08,3.155385208958387e-08,0.0,True,True,True,True,True,True
cpu_threads,AXPY,1000000,INTEL,4,runtime,INTEL,10T,10,INTEL,20T,20,1.7915822776785715e-05,1.7592877190914094e-05,1.8356610028427145,True,False,False,True,True,True
cpu_threads,AXPY,1000000,INTEL,4,energy,INTEL,10T,10,INTEL,10T,10,0.0026906435089285,0.0026906435089285,0.0,True,True,True,True,True,True
cpu_threads,AXPY,1000000,INTEL,4,edp,INTEL,10T,10,INTEL,20T,20,4.8157803820290986e-08,4.771571780999395e-08,0.9264997585437973,True,False,True,True,True,True
cpu_threads,AXPY,1000000,INTEL,5,runtime,INTEL,10T,10,INTEL,10T,10,1.698726287001287e-05,1.698726287001287e-05,0.0,True,True,True,True,True,True
cpu_threads,AXPY,1000000,INTEL,5,energy,INTEL,10T,10,INTEL,10T,10,0.0025282336838718,0.0025282336838718,0.0,True,True,True,True,True,True
cpu_threads,AXPY,1000000,INTEL,5,edp,INTEL,10T,10,INTEL,10T,10,4.287108683658922e-08,4.287108683658922e-08,0.0,True,True,True,True,True,True
cpu_threads,AXPY,2000000,AMD,1,runtime,AMD,16T,16,AMD,16T,16,2.514885991852858e-05,2.514885991852858e-05,0.0,True,True,True,True,True,True
cpu_threads,AXPY,2000000,AMD,1,energy,AMD,10T,10,AMD,10T,10,0.0050913289737069,0.0050913289737069,0.0,True,True,True,True,True,True
cpu_threads,AXPY,2000000,AMD,1,edp,AMD,16T,16,AMD,16T,16,1.2825581245360093e-07,1.2825581245360093e-07,0.0,True,True,True,True,True,True
cpu_threads,AXPY,2000000,AMD,2,runtime,AMD,16T,16,AMD,16T,16,2.481448302156853e-05,2.481448302156853e-05,0.0,True,True,True,True,True,True
cpu_threads,AXPY,2000000,AMD,2,energy,AMD,10T,10,AMD,16T,16,0.0050654313685247,0.0050427371798035,0.45003711103748234,True,False,True,True,True,True
cpu_threads,AXPY,2000000,AMD,2,edp,AMD,16T,16,AMD,16T,16,1.2514132701007174e-07,1.2514132701007174e-07,0.0,True,True,True,True,True,True
cpu_threads,AXPY,2000000,AMD,3,runtime,AMD,16T,16,AMD,16T,16,2.5097321509134627e-05,2.5097321509134627e-05,0.0,True,True,True,True,True,True
cpu_threads,AXPY,2000000,AMD,3,energy,AMD,10T,10,AMD,10T,10,0.0050773937645592,0.0050773937645592,0.0,True,True,True,True,True,True
cpu_threads,AXPY,2000000,AMD,3,edp,AMD,16T,16,AMD,16T,16,1.285486818763635e-07,1.285486818763635e-07,0.0,True,True,True,True,True,True
cpu_threads,AXPY,2000000,AMD,4,runtime,AMD,16T,16,AMD,64T,64,2.468862659607976e-05,1.6182943062080537e-05,52.559559168996415,True,False,False,False,False,False
cpu_threads,AXPY,2000000,AMD,4,energy,AMD,10T,10,AMD,64T,64,0.0051067986306611,0.0034124337793624,49.65268078008784,True,False,False,False,False,False
cpu_threads,AXPY,2000000,AMD,4,edp,AMD,16T,16,AMD,64T,64,1.2525308271102777e-07,5.506585974655457e-08,127.46050508884461,True,False,False,False,False,False
cpu_threads,AXPY,2000000,AMD,5,runtime,AMD,16T,16,AMD,16T,16,2.5464985164239234e-05,2.5464985164239234e-05,0.0,True,True,True,True,True,True
cpu_threads,AXPY,2000000,AMD,5,energy,AMD,10T,10,AMD,10T,10,0.0050801733377714,0.0050801733377714,0.0,True,True,True,True,True,True
cpu_threads,AXPY,2000000,AMD,5,edp,AMD,16T,16,AMD,16T,16,1.320095905986678e-07,1.320095905986678e-07,0.0,True,True,True,True,True,True
cpu_threads,AXPY,2000000,INTEL,1,runtime,INTEL,10T,10,INTEL,16T,16,0.000102978187898,0.0001022476087089,0.7145195846877561,True,False,True,True,True,True
cpu_threads,AXPY,2000000,INTEL,1,energy,INTEL,16T,16,INTEL,16T,16,0.0125209937135847,0.0125209937135847,0.0,True,True,True,True,True,True
cpu_threads,AXPY,2000000,INTEL,1,edp,INTEL,16T,16,INTEL,16T,16,1.280165082489532e-06,1.280165082489532e-06,0.0,True,True,True,True,True,True
cpu_threads,AXPY,2000000,INTEL,2,runtime,INTEL,10T,10,INTEL,16T,16,0.0001029644156737,0.0001027264442562,0.23165546050294417,True,False,True,True,True,True
cpu_threads,AXPY,2000000,INTEL,2,energy,INTEL,16T,16,INTEL,16T,16,0.0130342620367518,0.0130342620367518,0.0,True,True,True,True,True,True
cpu_threads,AXPY,2000000,INTEL,2,edp,INTEL,16T,16,INTEL,16T,16,1.339341319978016e-06,1.339341319978016e-06,0.0,True,True,True,True,True,True
cpu_threads,AXPY,2000000,INTEL,3,runtime,INTEL,10T,10,INTEL,10T,10,0.0001010841446823,0.0001010841446823,0.0,True,True,True,True,True,True
cpu_threads,AXPY,2000000,INTEL,3,energy,INTEL,16T,16,INTEL,16T,16,0.0135587485419704,0.0135587485419704,0.0,True,True,True,True,True,True
cpu_threads,AXPY,2000000,INTEL,3,edp,INTEL,16T,16,INTEL,10T,10,1.4126863520798562e-06,1.3793013324526644e-06,2.4204297379911033,True,False,False,False,True,True
cpu_threads,AXPY,2000000,INTEL,4,runtime,INTEL,10T,10,INTEL,10T,10,0.000101408058889,0.000101408058889,0.0,True,True,True,True,True,True
cpu_threads,AXPY,2000000,INTEL,4,energy,INTEL,16T,16,INTEL,16T,16,0.0130532749580536,0.0130532749580536,0.0,True,True,True,True,True,True
cpu_threads,AXPY,2000000,INTEL,4,edp,INTEL,16T,16,INTEL,16T,16,1.3719327487695552e-06,1.3719327487695552e-06,0.0,True,True,True,True,True,True
cpu_threads,AXPY,2000000,INTEL,5,runtime,INTEL,10T,10,INTEL,10T,10,0.0001040685057812,0.0001040685057812,0.0,True,True,True,True,True,True
cpu_threads,AXPY,2000000,INTEL,5,energy,INTEL,16T,16,INTEL,16T,16,0.0129175459388185,0.0129175459388185,0.0,True,True,True,True,True,True
cpu_threads,AXPY,2000000,INTEL,5,edp,INTEL,16T,16,INTEL,16T,16,1.3643205101280937e-06,1.3643205101280937e-06,0.0,True,True,True,True,True,True
cpu_threads,AXPY,4000000,AMD,1,runtime,AMD,20T,20,AMD,32T,32,3.562253098542679e-05,1.540754674995418e-05,131.20183611016935,True,False,False,False,False,False
cpu_threads,AXPY,4000000,AMD,1,energy,AMD,16T,16,AMD,32T,32,0.0088469802622328,0.0044147180646343,100.39740098251673,True,False,False,False,False,False
cpu_threads,AXPY,4000000,AMD,1,edp,AMD,20T,20,AMD,32T,32,3.21390919063607e-07,6.801818820238574e-08,372.50732128782903,True,False,False,False,False,False
cpu_threads,AXPY,4000000,AMD,2,runtime,AMD,20T,20,AMD,20T,20,3.5411303763534444e-05,3.5411303763534444e-05,0.0,True,True,True,True,True,True
cpu_threads,AXPY,4000000,AMD,2,energy,AMD,16T,16,AMD,16T,16,0.0088108774235776,0.0088108774235776,0.0,True,True,True,True,True,True
cpu_threads,AXPY,4000000,AMD,2,edp,AMD,20T,20,AMD,20T,20,3.163782456436385e-07,3.163782456436385e-07,0.0,True,True,True,True,True,True
cpu_threads,AXPY,4000000,AMD,3,runtime,AMD,20T,20,AMD,20T,20,3.576132443405512e-05,3.576132443405512e-05,0.0,True,True,True,True,True,True
cpu_threads,AXPY,4000000,AMD,3,energy,AMD,16T,16,AMD,16T,16,0.0089336897049274,0.0089336897049274,0.0,True,True,True,True,True,True
cpu_threads,AXPY,4000000,AMD,3,edp,AMD,20T,20,AMD,20T,20,3.23032758228819e-07,3.23032758228819e-07,0.0,True,True,True,True,True,True
cpu_threads,AXPY,4000000,AMD,4,runtime,AMD,20T,20,AMD,20T,20,3.550726481947348e-05,3.550726481947348e-05,0.0,True,True,True,True,True,True
cpu_threads,AXPY,4000000,AMD,4,energy,AMD,16T,16,AMD,16T,16,0.0088398493886493,0.0088398493886493,0.0,True,True,True,True,True,True
cpu_threads,AXPY,4000000,AMD,4,edp,AMD,20T,20,AMD,20T,20,3.201509051797223e-07,3.201509051797223e-07,0.0,True,True,True,True,True,True
cpu_threads,AXPY,4000000,AMD,5,runtime,AMD,20T,20,AMD,20T,20,3.479280377087816e-05,3.479280377087816e-05,0.0,True,True,True,True,True,True
cpu_threads,AXPY,4000000,AMD,5,energy,AMD,16T,16,AMD,20T,20,0.0089776738802399,0.0089165983878129,0.6849640386459299,True,False,True,True,True,True
cpu_threads,AXPY,4000000,AMD,5,edp,AMD,20T,20,AMD,20T,20,3.1017025718287125e-07,3.1017025718287125e-07,0.0,True,True,True,True,True,True
cpu_threads,AXPY,4000000,INTEL,1,runtime,INTEL,16T,16,INTEL,16T,16,0.0006936088856124,0.0006936088856124,0.0,True,True,True,True,True,True
cpu_threads,AXPY,4000000,INTEL,1,energy,INTEL,2T,2,INTEL,4T,4,0.0591315577319587,0.0568000958961474,4.10467940067234,True,False,False,False,True,True
cpu_threads,AXPY,4000000,INTEL,1,edp,INTEL,16T,16,INTEL,16T,16,4.69709472572417e-05,4.69709472572417e-05,0.0,True,True,True,True,True,True
cpu_threads,AXPY,4000000,INTEL,2,runtime,INTEL,16T,16,INTEL,16T,16,0.0006756317320239,0.0006756317320239,0.0,True,True,True,True,True,True
cpu_threads,AXPY,4000000,INTEL,2,energy,INTEL,2T,2,INTEL,2T,2,0.0591493644329896,0.0591493644329896,0.0,True,True,True,True,True,True
cpu_threads,AXPY,4000000,INTEL,2,edp,INTEL,16T,16,INTEL,16T,16,4.7108684060251474e-05,4.7108684060251474e-05,0.0,True,True,True,True,True,True
cpu_threads,AXPY,4000000,INTEL,3,runtime,INTEL,16T,16,INTEL,16T,16,0.0006869737827608,0.0006869737827608,0.0,True,True,True,True,True,True
cpu_threads,AXPY,4000000,INTEL,3,energy,INTEL,2T,2,INTEL,4T,4,0.0606536405128205,0.0596070707855973,1.755781173994686,True,False,False,True,True,True
cpu_threads,AXPY,4000000,INTEL,3,edp,INTEL,16T,16,INTEL,16T,16,4.967180038111537e-05,4.967180038111537e-05,0.0,True,True,True,True,True,True
cpu_threads,AXPY,4000000,INTEL,4,runtime,INTEL,16T,16,INTEL,16T,16,0.0007081802789548,0.0007081802789548,0.0,True,True,True,True,True,True
cpu_threads,AXPY,4000000,INTEL,4,energy,INTEL,4T,4,INTEL,2T,2,0.0596860855704697,0.0587450307377049,1.6019309564524464,True,False,False,True,True,True
cpu_threads,AXPY,4000000,INTEL,4,edp,INTEL,16T,16,INTEL,16T,16,5.026398644516223e-05,5.026398644516223e-05,0.0,True,True,True,True,True,True
cpu_threads,AXPY,4000000,INTEL,5,runtime,INTEL,16T,16,INTEL,16T,16,0.0006757017766514,0.0006757017766514,0.0,True,True,True,True,True,True
cpu_threads,AXPY,4000000,INTEL,5,energy,INTEL,2T,2,INTEL,2T,2,0.0583122019427402,0.0583122019427402,0.0,True,True,True,True,True,True
cpu_threads,AXPY,4000000,INTEL,5,edp,INTEL,16T,16,INTEL,16T,16,4.734541952845671e-05,4.734541952845671e-05,0.0,True,True,True,True,True,True
cpu_threads,AXPY,8000000,AMD,1,runtime,AMD,32T,32,AMD,32T,32,5.242648547696435e-05,5.242648547696435e-05,0.0,True,True,True,True,True,True
cpu_threads,AXPY,8000000,AMD,1,energy,AMD,32T,32,AMD,32T,32,0.0140815785224165,0.0140815785224165,0.0,True,True,True,True,True,True
cpu_threads,AXPY,8000000,AMD,1,edp,AMD,32T,32,AMD,32T,32,7.388896996247487e-07,7.388896996247487e-07,0.0,True,True,True,True,True,True
cpu_threads,AXPY,8000000,AMD,2,runtime,AMD,32T,32,AMD,32T,32,5.245650839135405e-05,5.245650839135405e-05,0.0,True,True,True,True,True,True
cpu_threads,AXPY,8000000,AMD,2,energy,AMD,32T,32,AMD,32T,32,0.0141884943624649,0.0141884943624649,0.0,True,True,True,True,True,True
cpu_threads,AXPY,8000000,AMD,2,edp,AMD,32T,32,AMD,32T,32,7.446210555492207e-07,7.446210555492207e-07,0.0,True,True,True,True,True,True
cpu_threads,AXPY,8000000,AMD,3,runtime,AMD,32T,32,AMD,32T,32,5.195570005611673e-05,5.195570005611673e-05,0.0,True,True,True,True,True,True
cpu_threads,AXPY,8000000,AMD,3,energy,AMD,32T,32,AMD,32T,32,0.0139876325374961,0.0139876325374961,0.0,True,True,True,True,True,True
cpu_threads,AXPY,8000000,AMD,3,edp,AMD,32T,32,AMD,32T,32,7.267372843729148e-07,7.267372843729148e-07,0.0,True,True,True,True,True,True
cpu_threads,AXPY,8000000,AMD,4,runtime,AMD,32T,32,AMD,32T,32,3.133171641928643e-05,3.133171641928643e-05,0.0,True,True,True,True,True,True
cpu_threads,AXPY,8000000,AMD,4,energy,AMD,32T,32,AMD,32T,32,0.0088735808057527,0.0088735808057527,0.0,True,True,True,True,True,True
cpu_threads,AXPY,8000000,AMD,4,edp,AMD,32T,32,AMD,32T,32,2.7818323120437284e-07,2.7818323120437284e-07,0.0,True,True,True,True,True,True
cpu_threads,AXPY,8000000,AMD,5,runtime,AMD,32T,32,AMD,32T,32,5.1988345087510966e-05,5.1988345087510966e-05,0.0,True,True,True,True,True,True
cpu_threads,AXPY,8000000,AMD,5,energy,AMD,32T,32,AMD,32T,32,0.0139037652692446,0.0139037652692446,0.0,True,True,True,True,True,True
cpu_threads,AXPY,8000000,AMD,5,edp,AMD,32T,32,AMD,32T,32,7.216259693518011e-07,7.216259693518011e-07,0.0,True,True,True,True,True,True
cpu_threads,AXPY,8000000,INTEL,1,runtime,INTEL,8T,8,INTEL,8T,8,0.0021614434396551,0.0021614434396551,0.0,True,True,True,True,True,True
cpu_threads,AXPY,8000000,INTEL,1,energy,INTEL,2T,2,INTEL,2T,2,0.1313567884615384,0.1313567884615384,0.0,True,True,True,True,True,True
cpu_threads,AXPY,8000000,INTEL,1,edp,INTEL,4T,4,INTEL,4T,4,0.0003020286831609,0.0003020286831609,0.0,True,True,True,True,True,True
cpu_threads,AXPY,8000000,INTEL,2,runtime,INTEL,8T,8,INTEL,8T,8,0.0021612012435344,0.0021612012435344,0.0,True,True,True,True,True,True
cpu_threads,AXPY,8000000,INTEL,2,energy,INTEL,2T,2,INTEL,2T,2,0.1444287397959183,0.1444287397959183,0.0,True,True,True,True,True,True
cpu_threads,AXPY,8000000,INTEL,2,edp,INTEL,4T,4,INTEL,4T,4,0.0003272904100496,0.0003272904100496,0.0,True,True,True,True,True,True
cpu_threads,AXPY,8000000,INTEL,3,runtime,INTEL,8T,8,INTEL,8T,8,0.0021726952445887,0.0021726952445887,0.0,True,True,True,True,True,True
cpu_threads,AXPY,8000000,INTEL,3,energy,INTEL,2T,2,INTEL,2T,2,0.1427214961832061,0.1427214961832061,0.0,True,True,True,True,True,True
cpu_threads,AXPY,8000000,INTEL,3,edp,INTEL,4T,4,INTEL,4T,4,0.0003275934865344,0.0003275934865344,0.0,True,True,True,True,True,True
cpu_threads,AXPY,8000000,INTEL,4,runtime,INTEL,8T,8,INTEL,8T,8,0.002164647325431,0.002164647325431,0.0,True,True,True,True,True,True
cpu_threads,AXPY,8000000,INTEL,4,energy,INTEL,2T,2,INTEL,2T,2,0.1419278166666666,0.1419278166666666,0.0,True,True,True,True,True,True
cpu_threads,AXPY,8000000,INTEL,4,edp,INTEL,4T,4,INTEL,4T,4,0.00032211239561,0.00032211239561,0.0,True,True,True,True,True,True
cpu_threads,AXPY,8000000,INTEL,5,runtime,INTEL,8T,8,INTEL,8T,8,0.0021663897618534,0.0021663897618534,0.0,True,True,True,True,True,True
cpu_threads,AXPY,8000000,INTEL,5,energy,INTEL,2T,2,INTEL,2T,2,0.1448211463104325,0.1448211463104325,0.0,True,True,True,True,True,True
cpu_threads,AXPY,8000000,INTEL,5,edp,INTEL,4T,4,INTEL,4T,4,0.0003173765828485,0.0003173765828485,0.0,True,True,True,True,True,True
cpu_threads,AXPY,16000000,AMD,1,runtime,AMD,32T,32,AMD,32T,32,0.0007737832708868,0.0007737832708868,0.0,True,True,True,True,True,True
cpu_threads,AXPY,16000000,AMD,1,energy,AMD,8T,8,AMD,8T,8,0.1207622488076311,0.1207622488076311,0.0,True,True,True,True,True,True
cpu_threads,AXPY,16000000,AMD,1,edp,AMD,32T,32,AMD,32T,32,0.0001006211180806,0.0001006211180806,0.0,True,True,True,True,True,True
cpu_threads,AXPY,16000000,AMD,2,runtime,AMD,32T,32,AMD,32T,32,0.0008151803885523,0.0008151803885523,0.0,True,True,True,True,True,True
cpu_threads,AXPY,16000000,AMD,2,energy,AMD,8T,8,AMD,8T,8,0.1160856935235158,0.1160856935235158,0.0,True,True,True,True,True,True
cpu_threads,AXPY,16000000,AMD,2,edp,AMD,32T,32,AMD,32T,32,0.0001109317485397,0.0001109317485397,0.0,True,True,True,True,True,True
cpu_threads,AXPY,16000000,AMD,3,runtime,AMD,32T,32,AMD,32T,32,0.0007027492272016,0.0007027492272016,0.0,True,True,True,True,True,True
cpu_threads,AXPY,16000000,AMD,3,energy,AMD,8T,8,AMD,8T,8,0.1127545094501718,0.1127545094501718,0.0,True,True,True,True,True,True
cpu_threads,AXPY,16000000,AMD,3,edp,AMD,32T,32,AMD,32T,32,8.48105767534164e-05,8.48105767534164e-05,0.0,True,True,True,True,True,True
cpu_threads,AXPY,16000000,AMD,4,runtime,AMD,32T,32,AMD,32T,32,0.0007951313779761,0.0007951313779761,0.0,True,True,True,True,True,True
cpu_threads,AXPY,16000000,AMD,4,energy,AMD,8T,8,AMD,8T,8,0.1206979400630914,0.1206979400630914,0.0,True,True,True,True,True,True
cpu_threads,AXPY,16000000,AMD,4,edp,AMD,32T,32,AMD,32T,32,0.0001064103801166,0.0001064103801166,0.0,True,True,True,True,True,True
cpu_threads,AXPY,16000000,AMD,5,runtime,AMD,32T,32,AMD,32T,32,0.0008090890065543,0.0008090890065543,0.0,True,True,True,True,True,True
cpu_threads,AXPY,16000000,AMD,5,energy,AMD,8T,8,AMD,8T,8,0.1163629485614646,0.1163629485614646,0.0,True,True,True,True,True,True
cpu_threads,AXPY,16000000,AMD,5,edp,AMD,32T,32,AMD,32T,32,0.0001103692449405,0.0001103692449405,0.0,True,True,True,True,True,True
cpu_threads,AXPY,16000000,INTEL,1,runtime,INTEL,8T,8,INTEL,8T,8,0.0049253517647058,0.0049253517647058,0.0,True,True,True,True,True,True
cpu_threads,AXPY,16000000,INTEL,1,energy,INTEL,2T,2,INTEL,2T,2,0.3119250564971751,0.3119250564971751,0.0,True,True,True,True,True,True
cpu_threads,AXPY,16000000,INTEL,1,edp,INTEL,4T,4,INTEL,4T,4,0.0016719116039058,0.0016719116039058,0.0,True,True,True,True,True,True
cpu_threads,AXPY,16000000,INTEL,2,runtime,INTEL,8T,8,INTEL,4T,4,0.0049571304059405,0.0049480517783251,0.18347883211669025,True,False,True,True,True,True
cpu_threads,AXPY,16000000,INTEL,2,energy,INTEL,2T,2,INTEL,2T,2,0.3057941412429378,0.3057941412429378,0.0,True,True,True,True,True,True
cpu_threads,AXPY,16000000,INTEL,2,edp,INTEL,4T,4,INTEL,4T,4,0.0016885695849496,0.0016885695849496,0.0,True,True,True,True,True,True
cpu_threads,AXPY,16000000,INTEL,3,runtime,INTEL,8T,8,INTEL,8T,8,0.0049223232205882,0.0049223232205882,0.0,True,True,True,True,True,True
cpu_threads,AXPY,16000000,INTEL,3,energy,INTEL,2T,2,INTEL,2T,2,0.3227057443181818,0.3227057443181818,0.0,True,True,True,True,True,True
cpu_threads,AXPY,16000000,INTEL,3,edp,INTEL,4T,4,INTEL,4T,4,0.0016977910059351,0.0016977910059351,0.0,True,True,True,True,True,True
cpu_threads,AXPY,16000000,INTEL,4,runtime,INTEL,8T,8,INTEL,4T,4,0.0049437592241379,0.0049357935637254,0.1613856071907449,True,False,True,True,True,True
cpu_threads,AXPY,16000000,INTEL,4,energy,INTEL,2T,2,INTEL,2T,2,0.3167058174157303,0.3167058174157303,0.0,True,True,True,True,True,True
cpu_threads,AXPY,16000000,INTEL,4,edp,INTEL,4T,4,INTEL,4T,4,0.0017053765554201,0.0017053765554201,0.0,True,True,True,True,True,True
cpu_threads,AXPY,16000000,INTEL,5,runtime,INTEL,8T,8,INTEL,8T,8,0.004921422492647,0.004921422492647,0.0,True,True,True,True,True,True
cpu_threads,AXPY,16000000,INTEL,5,energy,INTEL,2T,2,INTEL,2T,2,0.3140905932203389,0.3140905932203389,0.0,True,True,True,True,True,True
cpu_threads,AXPY,16000000,INTEL,5,edp,INTEL,4T,4,INTEL,4T,4,0.0016984144979616,0.0016984144979616,0.0,True,True,True,True,True,True
cpu_threads,AXPY,32000000,AMD,1,runtime,AMD,10T,10,AMD,10T,10,0.0067274723459119,0.0067274723459119,0.0,True,True,True,True,True,True
cpu_threads,AXPY,32000000,AMD,1,energy,AMD,2T,2,AMD,2T,2,0.694864051724138,0.694864051724138,0.0,True,True,True,True,True,True
cpu_threads,AXPY,32000000,AMD,1,edp,AMD,10T,10,AMD,8T,8,0.0055943223380718,0.0050812377617736,10.09762975781532,True,False,False,False,False,False
cpu_threads,AXPY,32000000,AMD,2,runtime,AMD,10T,10,AMD,10T,10,0.0067760527038216,0.0067760527038216,0.0,True,True,True,True,True,True
cpu_threads,AXPY,32000000,AMD,2,energy,AMD,2T,2,AMD,2T,2,0.6926991250000001,0.6926991250000001,0.0,True,True,True,True,True,True
cpu_threads,AXPY,32000000,AMD,2,edp,AMD,8T,8,AMD,10T,10,0.0057039638864846,0.0048441153618183,17.75037257460248,True,False,False,False,False,False
cpu_threads,AXPY,32000000,AMD,3,runtime,AMD,10T,10,AMD,10T,10,0.0067828425949367,0.0067828425949367,0.0,True,True,True,True,True,True
cpu_threads,AXPY,32000000,AMD,3,energy,AMD,2T,2,AMD,10T,10,0.6988778275862069,0.6965059683544303,0.34053681368737543,True,False,True,True,True,True
cpu_threads,AXPY,32000000,AMD,3,edp,AMD,4T,4,AMD,10T,10,0.0051761553395474,0.0047232049533164,9.5898948004143,True,False,False,False,False,True
cpu_threads,AXPY,32000000,AMD,4,runtime,AMD,10T,10,AMD,10T,10,0.0067739629620253,0.0067739629620253,0.0,True,True,True,True,True,True
cpu_threads,AXPY,32000000,AMD,4,energy,AMD,2T,2,AMD,2T,2,0.6912527068965517,0.6912527068965517,0.0,True,True,True,True,True,True
cpu_threads,AXPY,32000000,AMD,4,edp,AMD,10T,10,AMD,8T,8,0.0052034416917501,0.0051520169195709,0.9981483559157844,True,False,True,True,True,True
cpu_threads,AXPY,32000000,AMD,5,runtime,AMD,10T,10,AMD,10T,10,0.0067694845732484,0.0067694845732484,0.0,True,True,True,True,True,True
cpu_threads,AXPY,32000000,AMD,5,energy,AMD,2T,2,AMD,4T,4,0.7058148232758621,0.6507644532374102,8.459338822916408,True,False,False,False,False,True
cpu_threads,AXPY,32000000,AMD,5,edp,AMD,10T,10,AMD,4T,4,0.0053499193877238,0.0046886154546314,14.10446089024353,True,False,False,False,False,False
cpu_threads,AXPY,32000000,INTEL,1,runtime,INTEL,4T,4,INTEL,4T,4,0.0103446079587628,0.0103446079587628,0.0,True,True,True,True,True,True
cpu_threads,AXPY,32000000,INTEL,1,energy,INTEL,2T,2,INTEL,2T,2,0.638299005882353,0.638299005882353,0.0,True,True,True,True,True,True
cpu_threads,AXPY,32000000,INTEL,1,edp,INTEL,4T,4,INTEL,4T,4,0.0069700145882192,0.0069700145882192,0.0,True,True,True,True,True,True
cpu_threads,AXPY,32000000,INTEL,2,runtime,INTEL,4T,4,INTEL,4T,4,0.0103598446030927,0.0103598446030927,0.0,True,True,True,True,True,True
