workload,size,platform,configuration,threads,runtime,energy,edp,power,runtime_cv,energy_cv
CONV2D,2,INTEL,1T,1,0.0195394670490196,1.1776363,0.0235019279785036,59.4310169075106,3.306865611495524,1.7771411685874068
CONV2D,2,INTEL,2T,2,0.0101917221938775,0.8140106789473682,0.0082326347016546,79.39014080846854,2.736832749701904,1.2610084346348305
CONV2D,2,INTEL,4T,4,0.0053186961329787,0.562641539893617,0.0029754478856621,105.802438987812,0.7440204083394278,1.506642241032836
CONV2D,2,INTEL,8T,8,0.0028661016988636,0.4258977485795454,0.0012216330060497,149.31179292281487,3.3596209535151,3.856687832093751
CONV2D,2,INTEL,10T,10,0.0023674438376168,0.3934565298329355,0.00093475275937,165.85688960549666,3.9844888861968006,1.0786481850365377
CONV2D,2,INTEL,16T,16,0.0027300620365853,0.4201816717877095,0.0011487520495765,153.5153824156209,4.055264747964034,0.184403498653376
CONV2D,2,INTEL,20T,20,0.0023610855511727,0.3791731833688699,0.0008969229826298,160.1342543945515,2.700304301411798,0.2650569644634818
CONV2D,3,3090,gpu_resident,-1,0.0002380348142352,0.0784748464808691,1.8652604101657136e-05,331.43452204395624,0.4610480636349975,0.4577527385935268
CONV2D,3,5060ti,gpu_resident,-1,0.0004731176098644,0.084270028275212,3.983201198982845e-05,177.82615790765743,0.0848130647633392,0.2669470868304555
CONV2D,3,AMD,1T,1,0.0310757721666666,2.372895015151516,0.0737713340939017,76.35326773485343,0.8912189225042141,0.9058944974586264
CONV2D,3,AMD,2T,2,0.0149275039626865,1.4271104626865672,0.0213005112076088,95.38920984159635,0.1203593362491814,0.2104907622490377
CONV2D,3,AMD,4T,4,0.007419971537037,0.9717812888888888,0.0072104369054,130.86562594611507,0.2063343237792252,0.6928030829850682
CONV2D,3,AMD,8T,8,0.0037727315770676,0.7390405582706767,0.0027881788623906,195.7016509736878,0.5510203369903794,0.2506592318112901
CONV2D,3,AMD,10T,10,0.0031042082962962,0.6967087593167702,0.0021627524008282,224.5153646989791,0.1561318247085816,0.0630220033148273
CONV2D,3,AMD,16T,16,0.0019796545701581,0.5679677262845849,0.0011245750034373,286.78347940458445,0.09447647196549,0.2315492439976393
CONV2D,3,AMD,20T,20,0.0016642344595041,0.477626873553719,0.0007948831013302,286.93305624135496,0.171889156292519,0.180540428293264
CONV2D,3,AMD,32T,32,0.0011554848568985,0.3091019224629418,0.0003571627377296,267.5751818174992,0.1361751877058213,0.3602528903760443
CONV2D,3,AMD,64T,64,0.0011875674852594,0.2996115106257379,0.0003545213331255,253.067928759784,0.6891661177954574,0.4910723366356054
CONV2D,3,INTEL,1T,1,0.0188871943679245,1.1311252692307692,0.0217190467190791,58.99019872230921,2.418825203877219,2.2275432862311275
CONV2D,3,INTEL,2T,2,0.0091348010545454,0.7475416954545455,0.0070584752255578,79.21724526811961,4.845596666083393,1.6401026156387228
CONV2D,3,INTEL,4T,4,0.0048433920047846,0.5178184191919192,0.0024908104278586,106.19041886252542,0.75289334934643,1.5528008773490232
CONV2D,3,INTEL,8T,8,0.002623572220052,0.3915166341145834,0.001028114452294,143.65824466360348,6.344992788721985,3.6720903190475376
CONV2D,3,INTEL,10T,10,0.0022424372312373,0.358497366972477,0.0008168508949091,162.34280631687687,3.7097673671210174,1.898533675942724
CONV2D,3,INTEL,16T,16,0.0025625471243654,0.4101718705583756,0.0010516477261296,155.18962424485582,6.342982007350566,0.4881543883645226
CONV2D,3,INTEL,20T,20,0.0022411155,0.3907400053763441,0.000886046111758,174.79753799216428,7.710985602252039,1.759782900422243
CONV2D,4,3090,gpu_resident,-1,0.0003062447918572,0.1001294602012808,3.067337682275305e-05,327.0043278489277,0.1226060521304841,0.0782667628568136
CONV2D,4,5060ti,gpu_resident,-1,0.0004846154214079,0.0861506518590053,4.162082554943685e-05,177.80523568975954,0.0695507493477548,0.6323230724004018
CONV2D,4,AMD,1T,1,0.0304817714848484,2.3210360909090912,0.0707901557717341,76.06053207516692,0.5419395479757884,0.2895838053828651
CONV2D,4,AMD,2T,2,0.0151544456515151,1.427058318181818,0.0216458119265154,94.23050861535124,0.2853124772678663,0.3833657864244909
CONV2D,4,AMD,4T,4,0.0075973408947368,0.967936030075188,0.0073641295410768,127.37112734045256,0.3185117479390651,0.2080434988717628
CONV2D,4,AMD,8T,8,0.003864740007722,0.7295719343629343,0.0028206703390013,188.8515654322137,0.7849972920236824,0.4132997098697429
CONV2D,4,AMD,10T,10,0.003130842965625,0.6806244565217391,0.0021275305677772,217.00384362466352,0.3473428817255355,0.3023501967319797
CONV2D,4,AMD,16T,16,0.0020041032748015,0.574994626984127,0.0011525239522293,286.7667896118324,0.5589414515662141,0.6427701803822209
CONV2D,4,AMD,20T,20,0.0016870654521812,0.4834760989932886,0.000816121597811,286.8913704954379,0.579005920723232,0.4201619341418253
CONV2D,4,AMD,32T,32,0.0011607068039772,0.3173800539772727,0.0003683663670217,273.64112986615106,1.122542382243749,1.314961679630273
CONV2D,4,AMD,64T,64,0.0011965880670225,0.2903272330960854,0.0003476391931357,242.3507619531657,0.6180017976891531,0.3938008182248459
CONV2D,4,INTEL,1T,1,0.022894172215909,1.4817138837209305,0.0339605638898411,63.173118173654544,2.9085227046832287,5.066537456459316
CONV2D,4,INTEL,2T,2,0.0114242974942528,0.8941399540229885,0.01022024768341,78.00657085421783,3.940017324843836,2.300454807145325
CONV2D,4,INTEL,4T,4,0.0056336019353932,0.5916,0.0033345339900472,104.30949510772372,1.361472978691716,0.3450665723538644
CONV2D,4,INTEL,8T,8,0.0030713290945121,0.451609993902439,0.0013875874031286,146.5348079192957,3.013892874171911,2.3628819497912943
CONV2D,4,INTEL,10T,10,0.0025760560875634,0.410718193902439,0.0010562356384894,159.76540437193415,1.7958661105323683,0.2624801743625631
CONV2D,4,INTEL,16T,16,0.002606036418575,0.4146873237704918,0.0010858325138522,157.27360791663892,2.3169185823473795,0.8741392761360404
CONV2D,4,INTEL,20T,20,0.002491494742647,0.430116029040404,0.0011008014039825,177.36471149417392,6.349080402290435,0.4355771861775112
CONV2D,5,3090,gpu_resident,-1,0.0004733076907677,0.1587692853762423,7.516846282475107e-05,335.31031926043886,0.1215970382883323,0.217202531285645
CONV2D,5,5060ti,gpu_resident,-1,0.0010487651956087,0.1862388282025819,0.0001949508020594,178.32506534848417,0.1587213024962925,0.6517967595058939
CONV2D,5,AMD,1T,1,0.0935557904090909,6.784058454545454,0.6318490920556734,72.47471665254024,1.8672699450215973,2.192031358059567
CONV2D,5,AMD,2T,2,0.0494658983333333,4.139881928571429,0.2048383554482504,83.54212436915256,7.176492472195306,6.2473918365891405
CONV2D,5,AMD,4T,4,0.0257072899875,2.713870075,0.0697123991123103,105.47331909656192,9.581299359112384,2.5380811421121314
CONV2D,5,AMD,8T,8,0.011591291091954,1.7905085057471264,0.0207881334704063,155.05838027208927,1.7012670810301525,0.5315476479294879
CONV2D,5,AMD,10T,10,0.0098475020194174,1.7195312619047618,0.0169218661586511,173.0800090253537,0.6994138577355266,1.4627001523877248
CONV2D,5,AMD,16T,16,0.0059614922982456,1.4099855789473683,0.0083964372160376,236.58215144604785,6.517456578016657,2.7288946704887893
CONV2D,5,AMD,20T,20,0.0051717255979381,1.364837482142857,0.007076170229507,264.4724789483839,0.6527994094399434,0.1788568026656078
CONV2D,5,AMD,32T,32,0.0030901042752293,0.8868942293577982,0.0027402481620032,286.94086732216044,0.1896549000695142,0.2391286834768385
CONV2D,5,AMD,64T,64,0.0028799458508522,0.7427797698863636,0.0021387264510902,257.6772095096608,0.2196971554132971,0.6668643418023982
CONV2D,5,INTEL,1T,1,0.0456709579318181,2.7529857045454547,0.1281601858300956,61.11749123926417,2.795171449458832,11.87998719472926
CONV2D,5,INTEL,2T,2,0.0227369961999999,1.9037506777777773,0.0433474532327068,83.58654544525206,1.5154725845448056,1.6455175834100513
CONV2D,5,INTEL,4T,4,0.0121015435738636,1.297084237804878,0.0158280111641947,105.04985169240986,2.720340452063025,2.2644408696100724
CONV2D,5,INTEL,8T,8,0.0067268879019607,1.0133582843137252,0.0068104071602238,148.58733484594035,2.0783732363738268,3.210862286598933
CONV2D,5,INTEL,10T,10,0.0063174054813664,1.0173943726708077,0.0064295002829032,158.61705137309923,0.3711866113327676,0.3550974688147181
CONV2D,5,INTEL,16T,16,0.0068892084246575,1.0773361493055558,0.0074351761578706,155.20558112182903,0.9920056351471758,0.8155079600301227
CONV2D,5,INTEL,20T,20,0.0064635845961538,1.0498521855345913,0.0067676192761994,161.22526787384257,0.7099262870816239,1.0398855154006494
CONV2D,6,3090,gpu_resident,-1,0.0007474163896627,0.2526645894428152,0.0001888588882384,339.9150058830869,0.4978846202716931,1.6140627040191664
CONV2D,6,5060ti,gpu_resident,-1,0.0012177912001216,0.2179719512195121,0.0002658100575788,178.82690867520347,0.1092988724516515,0.1728945358651863
CONV2D,6,AMD,1T,1,0.1211086398333333,9.190166333333334,1.1111251500561932,75.66281907045095,0.9274384756081075,3.279170063624877
CONV2D,6,AMD,2T,2,0.0608879819117647,5.507739529411765,0.3355467236888535,90.48433700388364,0.2439714320615923,1.2994542017301536
CONV2D,6,AMD,4T,4,0.0307383907727272,3.6725041969696974,0.1129547531189052,119.38365310682892,0.4400413881606429,1.0680581639696105
CONV2D,6,AMD,8T,8,0.0158110545078125,2.7522819062500004,0.043514988448668,174.470261516155,0.5326830001021264,1.20806185411382
CONV2D,6,AMD,10T,10,0.01271476694375,2.54486484375,0.0323997735445733,200.0898517608104,0.0773815351104395,0.997148119364676
CONV2D,6,AMD,16T,16,0.0086087858135593,2.249133093220339,0.0193618143868958,261.2408138104873,0.2658221163781348,0.1210270198252552
CONV2D,6,AMD,20T,20,0.0071839707428571,2.060922310714286,0.0148044440333409,286.7840851524644,0.2618787648697617,0.1120570602294795
CONV2D,6,AMD,32T,32,0.0057522896522988,1.577701448275862,0.0090759053178021,274.25824462046626,0.1326998630184824,0.5658563735348717
CONV2D,6,AMD,64T,64,0.0058180355289017,1.4056095578034682,0.0081720083071273,242.15368103600355,0.3791163365457706,1.0646982903850024
CONV2D,6,INTEL,1T,1,0.0712388973928571,4.30705525,0.3105792790568735,59.84318418363152,1.7886890898563357,1.2700325483402697
CONV2D,6,INTEL,2T,2,0.0359557475357142,2.951530703703704,0.1066168913269777,80.24176494706263,4.571088322398747,2.2564597415610885
CONV2D,6,INTEL,4T,4,0.0191116566981132,2.06094969,0.0396897657737595,104.69570276402072,3.2389101895402583,3.066273701467384
CONV2D,6,INTEL,8T,8,0.0110582729315789,1.6486653789473684,0.0182439075425047,148.31094401015952,1.0627056057304292,2.431692644235006
CONV2D,6,INTEL,10T,10,0.0098974679660194,1.5926298834951456,0.0157684921038201,158.9529923988963,0.9926992658062852,0.665018747365252
CONV2D,6,INTEL,16T,16,0.0113505715505617,1.7668905113636364,0.0202798031772624,152.16517256725675,0.2030467533908223,2.368866219547712
CONV2D,6,INTEL,20T,20,0.0096999421826923,1.6082024466019418,0.0156355400169085,162.8402089551789,0.3186557006034354,1.2920935977632253
GEMM,64,3090,gpu_resident,-1,5.217029646225186e-06,0.0008412728598968,4.3884049941422e-09,161.272674,0.0723767038925876,0.2497821909281841
GEMM,64,5060ti,gpu_resident,-1,9.9198e-06,0.0003328180970606,3.305062765486325e-09,33.558896000000004,1.1016885909169625,0.7999913726539977
GEMM,64,AMD,1T,1,6.141290389648509e-06,0.0004489162576312,2.7544620769462603e-09,73.10533894163612,0.2997022410075897,1.0397472708201363
GEMM,64,AMD,2T,2,6.159581298579428e-06,0.000451306826107,2.7809819007266395e-09,73.31500632371731,0.1024527559574312,0.2901998962692916
GEMM,64,AMD,4T,4,6.150596234245028e-06,0.0004517064495809,2.778044956810056e-09,73.20037635337508,0.323505221830735,1.132972471029937
GEMM,64,AMD,8T,8,6.127075280692067e-06,0.0004459453095281,2.7324931305866e-09,72.75567523662829,0.2817695699608742,0.8911242197925672
GEMM,64,AMD,10T,10,6.172419863974154e-06,0.0004541538549446,2.804459982261312e-09,73.44997515925976,0.3878673569261189,0.9755889396692324
GEMM,64,AMD,16T,16,6.1467178740935855e-06,0.0004476439363255,2.7529329016632667e-09,72.88295674166744,0.2252123396703356,0.5359489475469742
GEMM,64,AMD,20T,20,6.173973482929481e-06,0.0004533963301336,2.799909293554025e-09,73.33371377934698,0.3992627820092627,0.9024487863405628
GEMM,64,AMD,32T,32,6.158818006621535e-06,0.0004516739233829,2.7826103914602046e-09,73.22482541984287,0.3502087754230358,1.0231270200317228
GEMM,64,AMD,64T,64,6.150360338662764e-06,0.0004512140479586,2.7774314011750022e-09,73.27155422228482,0.4816992705858707,1.5031838853743296
GEMM,64,INTEL,1T,1,2.27955353191567e-06,0.0001302476983123,2.955619710912405e-10,57.41033191136852,1.5460627484821163,8.360876175946599
GEMM,64,INTEL,2T,2,2.3341587456962664e-06,0.0001422062872677,3.315061385578318e-10,61.11752635352188,4.837426683086316,15.990642431913418
GEMM,64,INTEL,4T,4,2.495490320994838e-06,0.0001533466426762,3.8794209340223957e-10,60.86617984688321,6.391228089635282,12.938393433745365
GEMM,64,INTEL,8T,8,2.38046757703582e-06,0.0001511939551011,3.5991294544620287e-10,60.75489305707059,4.754418193077073,11.881399037869253
GEMM,64,INTEL,10T,10,2.2824659460891084e-06,0.0001300904409313,2.967401140859297e-10,57.03151408365595,6.135213055042369,13.887690227974977
GEMM,64,INTEL,16T,16,2.2546644398164424e-06,0.0001226988152536,2.7486604971657544e-10,54.97036828195608,6.591047699133479,18.439956152393368
GEMM,64,INTEL,20T,20,2.305018734654989e-06,0.0001247672184763,2.8648912996634436e-10,55.193678515235504,4.342704063378102,14.802304689346844
GEMM,128,3090,gpu_resident,-1,5.161102740856931e-06,0.0009229959547593,4.763598433803592e-09,178.839948,0.1921347441686911,0.8803947535253606
GEMM,128,5060ti,gpu_resident,-1,9.920571233570831e-06,0.0004186242111759,4.203116042249507e-09,41.7281745,0.8919178741576653,3.3251448440582454
GEMM,128,AMD,1T,1,3.946580300632912e-05,0.0029427126186708,1.1617693374288114e-07,74.51417589577596,0.6225652860562777,1.3655948962159836
GEMM,128,AMD,2T,2,2.514937415171166e-05,0.0022271713668124,5.5991049808740064e-08,88.44757697720928,0.6018390845703748,1.3896982840713803
GEMM,128,AMD,4T,4,1.4477002407821068e-05,0.0016263004085608,2.3492050405638932e-08,112.42009865792488,0.9401625199657636,0.9908698529992837
GEMM,128,AMD,8T,8,1.851245028841675e-05,0.002191258630499,4.0671802495355374e-08,119.4795415659128,2.813926115020732,2.141928212613417
GEMM,128,AMD,10T,10,1.824693754785081e-05,0.0021799541452477,3.978968904470808e-08,119.8531121008543,0.9883482539932992,1.1066538542240332
GEMM,128,AMD,16T,16,1.849728245798901e-05,0.0022111887767363,4.0896499320114425e-08,119.6003717588288,2.8859613719662804,2.4928106189090773
GEMM,128,AMD,20T,20,1.833611390898269e-05,0.0022073487775844,4.0488770671130143e-08,119.17531481178514,1.96222460338396,1.3846132813302616
GEMM,128,AMD,32T,32,1.8381452121430503e-05,0.0021948070173858,4.032664273922641e-08,119.28717098101993,3.855526330312512,2.6428689845196733
GEMM,128,AMD,64T,64,1.819382550821096e-05,0.0021762437822618,3.93274760725172e-08,119.41240942990076,0.9525457693307026,0.8877124266308762
GEMM,128,INTEL,1T,1,2.717564386971107e-05,0.0016505662807055,4.506482591140831e-08,60.8473368895535,5.010297106255455,14.061614236454536
GEMM,128,INTEL,2T,2,2.12574761399788e-05,0.0014973233556518,3.274268078996925e-08,71.70039034289941,2.3453504975343527,6.922071117453717
GEMM,128,INTEL,4T,4,1.3199319247906131e-05,0.0012227639253655,1.60855323067685e-08,92.53256844533075,2.016669923380365,3.971160644669073
GEMM,128,INTEL,8T,8,1.2722437863895323e-05,0.0014828760522532,1.845036680450878e-08,119.34317653722177,1.791706009876997,5.384002291287479
GEMM,128,INTEL,10T,10,1.2571068788372388e-05,0.0014470509976176,1.8156633505523653e-08,114.59660859272012,4.081706591125618,7.313309563148166
GEMM,128,INTEL,16T,16,1.2725080469656098e-05,0.0014895722949091,1.9113586823657672e-08,118.28783668918292,1.960976614219452,7.352357672959399
GEMM,128,INTEL,20T,20,1.299612199374391e-05,0.0015768671286087,2.0540724076120875e-08,121.24285043131238,1.8016495284240168,4.964110115028984
GEMM,256,3090,gpu_resident,-1,7.180509782803805e-06,0.0019915961861547,1.4299542522828053e-08,277.2113545,0.4762355759742264,0.7336255165564198
GEMM,256,5060ti,gpu_resident,-1,1.637327853013903e-05,0.0012479899127188,2.0442138841265857e-08,76.18963600000001,0.0196008124223967,0.7779566046445838
GEMM,256,AMD,1T,1,0.0002841132667617,0.0216576111584327,6.13752679230708e-06,75.96983213358709,2.476143638262,2.369733109338493
GEMM,256,AMD,2T,2,0.0001553230745437,0.0144182130374265,2.249464664600933e-06,92.38231791618666,0.3573893229409084,0.4533256025427927
GEMM,256,AMD,4T,4,8.786470844212359e-05,0.0104991572671888,9.224941191056854e-07,119.61415658095244,0.5295225009011734,0.585776795581012
GEMM,256,AMD,8T,8,9.127028998723328e-05,0.0123504890570855,1.1269786829841705e-06,135.63428088798906,3.103793650964375,2.5293782266799383
GEMM,256,AMD,10T,10,0.0001003160276372,0.0140434021651964,1.4120363592707652e-06,140.45764396520832,3.5213456922814466,2.3156761898067746
GEMM,256,AMD,16T,16,7.063734392735529e-05,0.0120784995388762,8.528004993398196e-07,170.7589155870351,4.091778886170331,2.462840823267307
GEMM,256,AMD,20T,20,9.476170093979715e-05,0.017719170652275,1.6790989484205224e-06,187.53848277563847,1.7322946704287896,1.4110507968072388
GEMM,256,AMD,32T,32,7.319983755914967e-05,0.0159702319725969,1.1690187477611566e-06,218.1778974619709,5.736956784603472,4.656730853787186
GEMM,256,AMD,64T,64,7.579181508147025e-05,0.0164481361500568,1.2465800715973144e-06,217.07153222955856,10.401440629466984,8.959945515737994
GEMM,256,INTEL,1T,1,0.0001885600364963,0.0118498009332803,2.291367295880167e-06,64.53960357926127,2.555431005269263,3.061440075932617
GEMM,256,INTEL,2T,2,0.000111381581883,0.0090224798188729,9.930583948003097e-07,80.10610626576948,2.3119336003925604,8.114150619134321
GEMM,256,INTEL,4T,4,6.545919630063827e-05,0.0070102348500306,4.602089690816148e-07,107.42307680197558,2.1332089567777,0.7280684211534137
GEMM,256,INTEL,8T,8,3.945221954115439e-05,0.0055113264120244,2.1684149624597985e-07,138.13997377684967,0.9719165427341558,4.3945303636349085
GEMM,256,INTEL,10T,10,6.503224979162659e-05,0.0087030169263319,5.664051066093366e-07,137.03930478602535,1.9693767253553764,3.684424245967171
GEMM,256,INTEL,16T,16,5.131122291021672e-05,0.0077932210092066,3.943641735829133e-07,149.60898916933672,3.0133915702853,3.799827823951996
GEMM,256,INTEL,20T,20,6.004461649695728e-05,0.0092104732330915,5.386624567408444e-07,155.15134675334946,2.2227063108682064,3.540276851081977
GEMM,512,3090,gpu_resident,-1,2.269167419792137e-05,0.0072134093990058,1.6351774961251068e-07,317.8530975,0.2662193025792478,0.5992302516608579
GEMM,512,5060ti,gpu_resident,-1,6.959931792873051e-05,0.0074871589643652,5.211011571438021e-07,107.5751375,1.3520591005167746,1.6399165693912348
GEMM,512,AMD,1T,1,0.002179888286334,0.1687629781181619,0.0003675722859464,76.5672108889856,1.420796139104856,1.0836267610094643
GEMM,512,AMD,2T,2,0.001123597237569,0.1056786632996633,0.0001186347655964,94.08802206382296,1.0341340608390392,1.103160777129533
GEMM,512,AMD,4T,4,0.0006020277945619,0.0757735513595166,4.559597278610637e-05,125.22987484830917,1.3811204716897565,0.8738194365892088
GEMM,512,AMD,8T,8,0.0004976058266932,0.0746009567354965,3.714038809937707e-05,150.81882796329933,1.29317921785596,0.6216671635631988
GEMM,512,AMD,10T,10,0.0005002458688032,0.0810933791645947,4.042527961689388e-05,161.31696350158865,0.703826343037394,0.7966064428072034
GEMM,512,AMD,16T,16,0.0003065232558139,0.0648808432497734,1.98758411106551e-05,211.704916424676,5.078135499711326,2.4128686286898446
GEMM,512,AMD,20T,20,0.0003519842357779,0.0775443065455791,2.729599580545993e-05,220.63056893532377,0.8808107274095152,0.7617344445087513
GEMM,512,AMD,32T,32,0.0003313285950413,0.0805506995041322,2.6700751814427708e-05,243.2443277261588,2.582963814762281,1.6854002020767196
GEMM,512,AMD,64T,64,0.0004282555978031,0.1123216478664976,4.808983553880315e-05,262.2874674593834,9.173975905553847,7.275117065616056
GEMM,512,INTEL,1T,1,0.001349437751004,0.0790135032552083,0.000106069269673,58.83063785106185,1.4478271702887482,12.588684782077136
GEMM,512,INTEL,2T,2,0.0007771700310559,0.0594339211956521,4.616145800240032e-05,77.83058526350976,3.070874731471409,8.303474144670966
GEMM,512,INTEL,4T,4,0.0004284252609603,0.0461172231005709,1.9484660491667607e-05,102.7845975685479,2.7082695634536225,6.31750027773796
GEMM,512,INTEL,8T,8,0.0002629244156504,0.0378899667030567,9.90559311926735e-06,146.63541638679277,3.953522702461808,1.4211277035954473
GEMM,512,INTEL,10T,10,0.0002991651590312,0.0458491040868454,1.379645076117929e-05,153.75616596219635,3.5306597778492232,4.05067588061245
GEMM,512,INTEL,16T,16,0.0002532285750188,0.0389238862779592,9.863923528014535e-06,153.89842185411533,7.707923866625062,4.895470531583963
GEMM,512,INTEL,20T,20,0.0003046368181818,0.0491742718181818,1.500784502318081e-05,161.5976194827802,4.99114616198143,2.228487742970048
GEMM,1024,3090,gpu_resident,-1,0.0001209905795373,0.0399124833676061,4.834098283702735e-06,329.916699,0.0956269250150038,0.6122968447193926
GEMM,1024,5060ti,gpu_resident,-1,0.000448735017889,0.0553448121645796,2.4835180034446093e-05,123.3350335,0.204306671185789,1.2953334023022802
GEMM,1024,AMD,1T,1,0.0174476754385964,1.3368925789473685,0.0234255581505447,76.93402029134462,0.8180955983087171,0.8813738924608768
GEMM,1024,AMD,2T,2,0.0087680701754385,0.8341272938596491,0.0073129477806162,95.40774556042004,1.6309204530580157,2.109337977257103
GEMM,1024,AMD,4T,4,0.0046733674418604,0.5896492069767442,0.0027570117418762,126.0837738037141,0.7074040029899582,0.5184107577484517
GEMM,1024,AMD,8T,8,0.0033118316831683,0.535258595709571,0.0017721945889184,161.61247873783765,0.9897587198373846,0.527191906890435
GEMM,1024,AMD,10T,10,0.0032367451612903,0.5565093403225807,0.0018004534837512,171.88267944907142,1.1904543676503452,0.791050575698642
GEMM,1024,AMD,16T,16,0.0019111419047619,0.4488921007604562,0.0008576660325907,234.43269094530137,1.1444765381724178,0.6386222832920541
GEMM,1024,AMD,20T,20,0.0018998009433962,0.4753712253787879,0.0009047470790285,251.3955029201798,4.395358902578592,1.8699302966861304
GEMM,1024,AMD,32T,32,0.001783869680851,0.4823434441489362,0.0008604743917489,270.12555819701333,4.013301738363831,2.0480078191791566
GEMM,1024,AMD,64T,64,0.0017508977272727,0.5024086896853146,0.00087965102994,286.97430344113394,4.280923544140973,4.273879289296107
GEMM,1024,INTEL,1T,1,0.0114667298850574,0.7185562873563218,0.0082394906456552,62.664448741543055,3.796679524641864,9.631586946835816
GEMM,1024,INTEL,2T,2,0.0057486754385964,0.4798575327380952,0.0028201571792679,84.64794435200402,3.506096879934906,10.471346593092438
GEMM,1024,INTEL,4T,4,0.0030922656716417,0.3468855910447761,0.0010622581686775,108.94600447810856,2.668486212021803,4.47610759334846
GEMM,1024,INTEL,8T,8,0.0017181529605263,0.2641295251677852,0.0004620644390444,156.4861966323262,3.952191771635359,1.316977812893221
GEMM,1024,INTEL,10T,10,0.0018345819672131,0.3012675954545455,0.0005536288573196,162.4432918244113,3.470497761974024,2.5545339530722444
GEMM,1024,INTEL,16T,16,0.0022116209850107,0.3434189822175732,0.000764972093782,156.91553480546563,4.444765311003335,2.638131633952004
GEMM,1024,INTEL,20T,20,0.0020503696969696,0.3323955616161616,0.0006817499217983,165.78825247482888,3.4443871814071843,1.8045129399561208
GEMM,2048,3090,gpu_resident,-1,0.0007522031602708,0.250474416854778,0.0001885706667215,332.7494845,0.0903858404951322,0.5920147302715508
GEMM,2048,5060ti,gpu_resident,-1,0.0035105244755244,0.4714739583333333,0.0016621508297526,133.729569,0.2339417915362291,1.1994048230898828
GEMM,2048,AMD,1T,1,0.138984125,10.80127075,1.5073834550659373,78.09435152707687,1.1735568443220836,2.5354167717279004
GEMM,2048,AMD,2T,2,0.0710178666666666,7.0026189,0.4970312505064178,98.58601167536033,0.7549067928600295,1.0965917891265915
GEMM,2048,AMD,4T,4,0.0373827037037037,4.790577148148148,0.1788336576136858,128.30000705468387,0.608347760193547,0.7566373087082631
GEMM,2048,AMD,8T,8,0.0226487444444444,3.9354968,0.0891049730361555,173.4877506969398,0.5276086220920595,0.5050690840363192
GEMM,2048,AMD,10T,10,0.02051512,3.8569154,0.0793940384711282,188.15558066570736,0.7242951281217498,0.4853068921765612
GEMM,2048,AMD,16T,16,0.0120242321428571,3.148085869047619,0.0378495644533677,262.5936416571436,1.6677942144876694,0.9440720267468984
GEMM,2048,AMD,20T,20,0.0124178209876543,3.387450901234568,0.0420473722593481,272.92315231978506,1.280867460116332,0.805305080207331
GEMM,2048,AMD,32T,32,0.0087608478260869,2.51485082173913,0.022032226205995,287.01840660274127,2.4479458998617947,2.438193616317881
GEMM,2048,AMD,64T,64,0.0084523949579831,2.1149090714285714,0.017877733615508,251.7634213074164,0.9515587087869868,1.872930341445404
GEMM,2048,INTEL,1T,1,0.086887625,5.7682791818181816,0.5099783929609583,64.90370214427105,2.6429317793954388,9.29493840808524
GEMM,2048,INTEL,2T,2,0.0465387954545454,3.973443681818182,0.1846312413549235,84.33358456068012,3.160946570804183,5.541058175842027
GEMM,2048,INTEL,4T,4,0.0235325119047619,2.718036035714285,0.0653079603882035,113.12881700558792,3.6615150996347623,2.086867631389238
GEMM,2048,INTEL,8T,8,0.0140407697368421,2.109212522058824,0.0300952732327889,151.15564354659324,4.4319661907396055,2.411837184166456
GEMM,2048,INTEL,10T,10,0.0144533591549295,2.3791204726027395,0.034632164442403,166.3125842695094,3.164252480502916,2.424697059406388
GEMM,2048,INTEL,16T,16,0.0156591171875,2.575794446969697,0.0396167662363668,165.75059310777448,1.3707968554036538,2.449059564530267
GEMM,2048,INTEL,20T,20,0.0273102027027027,4.25093268918919,0.1156714048764342,156.20834336711613,1.1294135499300932,3.449052988201045
GEMM,4096,3090,gpu_resident,-1,0.0055513555555555,1.7184388888888886,0.0095613850675,309.6614715,0.1491858722818307,0.3737570365917182
GEMM,4096,5060ti,gpu_resident,-1,0.0281354166666666,3.898097222222222,0.1095370164857253,138.55651749999998,0.2032053686555284,1.6122339701377588
GEMM,4096,AMD,1T,1,1.0969085,86.59272,94.7730082741045,78.83119377307892,1.2978173419124182,1.782550474111679
GEMM,4096,AMD,2T,2,0.551253,53.7606895,29.35791131902875,97.22442334534044,0.8613867906494473,0.848125676807484
GEMM,4096,AMD,4T,4,0.2899064999999999,37.778169125,10.947151546987564,129.43697572486096,1.2120364062368325,0.8209885123311502
GEMM,4096,AMD,8T,8,0.1508828571428571,28.639518857142857,4.321786600880634,189.7458287072104,1.1617106382704323,0.7037301963534901
GEMM,4096,AMD,10T,10,0.1332950625,28.063006625,3.738462156642712,209.6812025905155,0.6356291360917197,0.4575906045961387
GEMM,4096,AMD,16T,16,0.0820877692307692,23.353643615384616,1.9168140641020148,284.2218701150519,0.8816031607122968,0.6179258570609857
GEMM,4096,AMD,20T,20,0.0780081923076923,22.239936923076925,1.734897275787207,285.1543240983567,0.6825492001441987,0.667204729045255
GEMM,4096,AMD,32T,32,0.0533719210526315,15.194005921052632,0.8071884266828226,283.4165342712746,2.3100376322464684,1.715608013988154
GEMM,4096,AMD,64T,64,0.05718225,14.10396963888889,0.8068935694201573,246.6101609720328,3.1333902454938087,2.127106721659056
