workload,size,platform,configuration,threads,runtime,energy,edp,power,runtime_regret_pct,energy_regret_pct,strict_pareto
AXPY,8000000,AMD,2T,2,0.0021232570454545,0.1724496902286902,0.0003680338227962,80.89002802852508,3984.1020076335626,1132.8726091882315,False
AXPY,8000000,AMD,4T,4,0.0006444223438617,0.0660079394358407,4.150925429916209e-05,103.55615938561988,1139.551562522247,371.90215541404734,False
AXPY,8000000,AMD,8T,8,0.0001039641709004,0.0193283487711689,2.009053606104036e-06,185.8870816647249,99.97591907455245,38.18170243860892,False
AXPY,8000000,AMD,10T,10,0.0001402965722991,0.0231783369806094,3.250634445568111e-06,165.65159076941694,169.86158544370187,65.70593285515713,False
AXPY,8000000,AMD,16T,16,6.082393809295064e-05,0.016483473291484,1.0056689386741435e-06,270.3723874194884,16.995334224559166,17.843196461569867,False
AXPY,8000000,AMD,20T,20,7.928620977214e-05,0.0189453267167802,1.500142628230349e-06,238.68937553185825,52.50766232062028,35.4434116423505,False
AXPY,8000000,AMD,32T,32,5.1988345087510966e-05,0.0139876325374961,7.267372843729148e-07,269.0385025768005,0.0,0.0,True
AXPY,8000000,AMD,64T,64,7.627604076783828e-05,0.0201663172424196,1.5382685536726351e-06,267.20958484196296,46.71757802531378,44.17248371631541,False
AXPY,8000000,INTEL,1T,1,0.004047255515873,0.1792958849206349,0.0007246260857069,44.41716765486281,7684.928543234708,1181.8172370485386,False
AXPY,8000000,INTEL,2T,2,0.0025682125525641,0.1427214961832061,0.0003644226171869,55.918960321521794,4839.977505037095,920.3406173319049,False
AXPY,8000000,INTEL,4T,4,0.0021811223891304,0.1468873380743982,0.00032211239561,67.02263220542702,4095.4064616962883,950.1229402519907,False
AXPY,8000000,INTEL,8T,8,0.002164647325431,0.1981673588362069,0.0004292015549598,91.47434279853306,4063.716544135597,1316.7326622642354,False
AXPY,8000000,INTEL,10T,10,0.0022126466169977,0.2253699856512141,0.0004985697618728,101.89103432222272,4156.043567598074,1511.2089379462436,False
AXPY,8000000,INTEL,16T,16,0.002248284912556,0.2204877109375,0.0004931923694662,98.57174291766664,4224.5941157994275,1476.3047130845569,False
AXPY,8000000,INTEL,20T,20,0.0023575665070588,0.2349888333333333,0.0005532533731433,100.28626797770688,4434.798141949613,1579.97574073674,False
AXPY,16000000,3090,gpu_resident,-1,0.000230460056682,0.0813677486187845,1.873562875438196e-05,353.37541172914825,0.0,75.55143222165822,True
AXPY,16000000,5060ti,gpu_resident,-1,0.0004852657011633,0.0463498062015503,2.2493325606295025e-05,95.50853360123187,110.56390775469316,0.0,True
AXPY,16000000,AMD,1T,1,0.0065877445888157,0.4791474738562091,0.0031586259404042,72.6610106775321,2758.519035212158,933.763705014548,False
AXPY,16000000,AMD,2T,2,0.0043709495502183,0.3523739475982532,0.0015402040324112,80.51681690712476,1796.6191422271272,660.2490203863399,False
AXPY,16000000,AMD,4T,4,0.003545385798305,0.3280951105442177,0.0011626632627868,92.59283861386515,1438.3949172576556,607.8672759008076,False
AXPY,16000000,AMD,8T,8,0.0010246587730524,0.1163629485614646,0.000120477684868,112.69231935630488,344.6144758465776,151.05379741064056,False
AXPY,16000000,AMD,10T,10,0.0014949723080094,0.1621701248513674,0.0002443996215641,108.34762984160416,548.6904192999637,249.8830699446229,False
AXPY,16000000,AMD,16T,16,0.0009770845425963,0.1322890793319415,0.0001345364584866,132.65355706798954,323.9713192228051,185.41452526616334,False
AXPY,16000000,AMD,20T,20,0.0019498486237113,0.2168673814432989,0.0004229288971202,111.49676836458464,746.0679268172688,367.89274695186356,False
AXPY,16000000,AMD,32T,32,0.0007951313779761,0.133860074074074,0.0001064103801166,168.05579722341324,245.01917140168933,188.80395635741985,False
AXPY,16000000,AMD,64T,64,0.0009040415983542,0.154205592476489,0.0001394201966327,170.596986647876,292.27691399973946,232.69954097743596,False
AXPY,16000000,INTEL,1T,1,0.0087135024870689,0.3860928034188034,0.0033442801092841,44.5001250826892,3680.916577267103,732.9976650601174,False
AXPY,16000000,INTEL,2T,2,0.0056624264463276,0.3140905932203389,0.0017778326146482,55.46119113578553,2357.0099165344263,577.6524412087688,False
AXPY,16000000,INTEL,4T,4,0.0049420484583333,0.3430466200980392,0.0016977910059351,69.41111621518445,2044.4273378586288,640.1252523178081,False
AXPY,16000000,INTEL,8T,8,0.0049253517647058,0.4546037867647058,0.0022375654319387,92.36136787230252,2037.1823975128323,880.8105448982445,False
AXPY,16000000,INTEL,10T,10,0.0051015246096938,0.525640078680203,0.0026810309662919,103.0564350156829,2113.626379834286,1034.071793945541,False
AXPY,16000000,INTEL,16T,16,0.0051318424668367,0.5005749719387755,0.0025680415199877,97.59153171202308,2126.7817428847834,979.9936676370233,False
AXPY,16000000,INTEL,20T,20,0.0054453757961956,0.5635568858695652,0.0030684416456672,103.50916423442852,2262.828454784854,1115.877545245735,False
AXPY,32000000,3090,gpu_resident,-1,0.0004571387360603,0.1609741773308958,7.359209818081781e-05,352.1123385659202,0.0,73.78195821861821,True
AXPY,32000000,5060ti,gpu_resident,-1,0.000969943542677,0.0926299709020368,8.992119720596287e-05,95.42232787373902,112.1770627088266,0.0,True
AXPY,32000000,AMD,1T,1,0.0130913849025974,0.9609959025974026,0.0125773082306138,73.42030949025275,2763.766263918302,937.4567682998935,False
AXPY,32000000,AMD,2T,2,0.0086711227974137,0.694864051724138,0.0060192612143818,80.21518227717502,1796.8252115633259,650.1503508610721,False
AXPY,32000000,AMD,4T,4,0.0072059067697841,0.7190430607142857,0.0051761553395474,99.894232692621,1476.3063160837867,676.2531432453197,False
AXPY,32000000,AMD,8T,8,0.007117924081081,0.7265261466666666,0.0051520169195709,102.43483667380508,1457.0599294263466,684.331614910063,False
AXPY,32000000,AMD,10T,10,0.0067739629620253,0.768145082278481,0.0052034416917501,113.40400857734645,1381.8177563346467,729.2619276441883,False
AXPY,32000000,AMD,16T,16,0.0071551698633333,0.8687790469798659,0.0062165265915536,121.41960706491768,1465.2075177434713,837.9027527695819,False
AXPY,32000000,AMD,20T,20,0.0074696579893617,0.913719102112676,0.006821423169146,122.37100047140392,1534.0024154891125,886.4184272269752,False
AXPY,32000000,AMD,32T,32,0.007182893117647,1.0739851928104571,0.0077166021110465,149.6320266313685,1471.2720342954099,1059.4359604692931,False
AXPY,32000000,AMD,64T,64,0.0073595509597315,1.1382602414965983,0.0083796083117771,154.59858651064593,1509.9162856242226,1128.8250016837364,False
AXPY,32000000,INTEL,1T,1,0.0179444399821428,0.7995688571428572,0.0143462318421662,44.562946451074026,3825.381632891376,763.1859098697782,False
AXPY,32000000,INTEL,2T,2,0.0118402058823529,0.6578650294117647,0.0077986127113667,55.45103833284221,2490.0683858895495,610.2075311105374,False
AXPY,32000000,INTEL,4T,4,0.0104065394639175,0.7070898385416666,0.0073637972842638,67.89652067533109,2176.451029637707,663.348872568974,False
AXPY,32000000,INTEL,8T,8,0.0104491516875,0.9475782291666666,0.0098968859812265,90.7025407693964,2185.7725375785435,922.9715284794834,False
AXPY,32000000,INTEL,10T,10,0.0108045909784946,1.097097564516129,0.011845727686201,101.60820021021324,2263.525583417065,1084.3872494318202,False
AXPY,32000000,INTEL,16T,16,0.0107834595376344,1.037552010752688,0.0111916482234144,96.16654764839508,2258.903039057268,1020.1040015979038,False
AXPY,32000000,INTEL,20T,20,0.0114982493563218,1.1811587931034482,0.0135849868527462,102.66774739404728,2415.264721475079,1175.1367420298695,False
AXPY,64000000,3090,gpu_resident,-1,0.0009122411909753,0.3225813636363637,0.00029419141419,353.70408958061944,0.0,76.13593747895678,True
AXPY,64000000,5060ti,gpu_resident,-1,0.0019394992199612,0.1831434108527131,0.0003552845871292,94.40744171344323,112.60816099387405,0.0,True
AXPY,64000000,AMD,1T,1,0.0260446745384615,1.9038977307692304,0.0494601959683501,72.88541594209522,2755.0206673540456,939.5666007882619,False
AXPY,64000000,AMD,2T,2,0.0171673583305084,1.3801869576271186,0.0236851717051044,80.46454133934438,1781.8880905996302,653.6099449065559,False
AXPY,64000000,AMD,4T,4,0.0143190379214285,1.3367994785714286,0.0191564232670707,93.31865801709878,1469.654830661577,629.9195053468259,False
AXPY,64000000,AMD,8T,8,0.0144754048785714,1.75740445,0.0254226875256825,121.4685905344661,1486.7957971833503,859.5783117817616,False
AXPY,64000000,AMD,10T,10,0.0146045234347826,1.5587761811594203,0.0227646552550382,106.74520329955357,1500.9497903913477,751.1232666803468,False
AXPY,64000000,AMD,16T,16,0.0146417468695652,1.7912472898550724,0.0262099518937299,122.41788423442328,1505.0302282350724,878.0571856312223,False
AXPY,64000000,AMD,20T,20,0.0159791257936507,1.9563508492063493,0.0312114389239777,122.41489632572876,1651.6338827637255,968.2070624859545,False
AXPY,64000000,AMD,32T,32,0.0148558624191176,2.220277970588235,0.0329849811893696,149.45087405952927,1528.501603094114,1112.3165994619476,False
AXPY,64000000,AMD,64T,64,0.0151145738208955,2.3410227611940297,0.0353921146533985,154.95279108185264,1556.8615811719849,1178.245692975937,False
AXPY,64000000,INTEL,1T,1,0.0364743977678571,1.5859683214285714,0.0578757224794352,43.47769559455804,3898.328307107182,765.9707242779446,False
AXPY,64000000,INTEL,2T,2,0.0243317107857142,1.3435845357142857,0.0326096456453322,55.33458350871264,2567.24535423582,633.6242835374613,False
AXPY,64000000,INTEL,4T,4,0.0211948979895833,1.4364059479166666,0.0304683608095089,67.64171138751294,2223.3875206756784,684.3066486688116,False
AXPY,64000000,INTEL,8T,8,0.021377616393617,1.9775365957446809,0.0422750195148135,92.4251132143172,2243.4171362906395,979.7749078371418,False
AXPY,64000000,INTEL,10T,10,0.0219365939456521,2.216380532608696,0.0486222306446325,101.0307961569076,2304.69232947036,1110.188519635656,False
AXPY,64000000,INTEL,16T,16,0.0220819367717391,2.109057119565217,0.0465629942952622,95.50651044144828,2320.6248292878277,1051.58776924896,False
AXPY,64000000,INTEL,20T,20,0.0233100901704545,2.409547534883721,0.0561657063084025,103.37125218572874,2455.255167280168,1215.6616029290392,False
AXPY,128000000,3090,gpu_resident,-1,0.0018178801125226,0.6394210526315789,0.0011621475679723,351.7795653931447,0.0,73.7429606181128,True
AXPY,128000000,5060ti,gpu_resident,-1,0.0038810802934362,0.368027027027027,0.0014276702824456,94.91868359010752,113.49484307029351,0.0,True
AXPY,128000000,AMD,1T,1,0.0520653388,3.7364206,0.1941837877663749,71.90205391981604,2764.0688921862397,915.257121245502,False
AXPY,128000000,AMD,2T,2,0.0341204419666666,2.7282957,0.0928314747824619,79.8392122068191,1776.935763344648,641.3302555628993,False
AXPY,128000000,AMD,4T,4,0.028491369,2.509045638888889,0.0714058219336824,88.23603309529813,1467.2853673757209,581.7558099352934,False
AXPY,128000000,AMD,8T,8,0.0287828625142857,2.886547885714286,0.0830383031911307,100.34114949563303,1483.3201714465574,684.3304088376925,False
AXPY,128000000,AMD,10T,10,0.0290191777285714,3.0163976142857143,0.087500152070032,103.98098432722358,1496.3196653437526,719.6130699021182,False
AXPY,128000000,AMD,16T,16,0.0291403669142857,3.4496202,0.1005530232066297,118.31022806629016,1502.9861767863654,837.3279532936771,False
AXPY,128000000,AMD,20T,20,0.031924009203125,3.87120278125,0.1236387008406268,121.20970970219112,1656.1119120680253,951.8800242803115,False
AXPY,128000000,AMD,32T,32,0.0295813783970588,4.435619750000001,0.1312083599099187,149.95829579980654,1527.2458339406057,1105.2429371374021,False
AXPY,128000000,AMD,64T,64,0.0300158363529411,4.6590361323529415,0.139756148542527,155.1571850627947,1551.1449872945316,1165.949452133795,False
AXPY,128000000,INTEL,1T,1,0.0733036821785714,3.2723479285714285,0.239765895460189,44.6674719521762,3932.371643961207,789.1596780285148,False
AXPY,128000000,INTEL,2T,2,0.0491355350238095,2.710945071428571,0.1333432618283533,55.07615515782563,2602.902940921999,636.6157570893525,False
AXPY,128000000,INTEL,4T,4,0.0429622874166666,2.9245441875,0.1257187484753914,67.98334745100237,2263.3179724404126,694.6547325952854,False
AXPY,128000000,INTEL,8T,8,0.0431929058541666,3.9874699375,0.1722543178661141,92.2157550686835,2276.0040916135845,983.4720400051406,False
AXPY,128000000,INTEL,10T,10,0.0439143605652173,4.4818425,0.1968415921188353,102.0460766434728,2315.690686239979,1117.802544613351,False
AXPY,128000000,INTEL,16T,16,0.044571998173913,4.268407086956522,0.1902498877368724,95.76509855499737,2351.866757707262,1059.808050359046,False
AXPY,128000000,INTEL,20T,20,0.0465912333181818,4.8209313181818185,0.2245914330728254,103.4829265616076,2462.943122444362,1209.9394783926512,False
AXPY,256000000,3090,gpu_resident,-1,0.003627064298913,1.2767771739130436,0.0046313360925629,351.9893685903122,0.0,72.38215669393028,True
AXPY,256000000,5060ti,gpu_resident,-1,0.0077655605271317,0.7406666666666666,0.0057521846931215,95.37406922398324,114.10043735532813,0.0,True
AXPY,256000000,AMD,1T,1,0.1035646594999999,7.42849615,0.7714769924342026,71.2182305550853,2755.3301227948273,902.9472749774978,False
AXPY,256000000,AMD,2T,2,0.0676616499999999,5.4306853,0.3676506306042464,80.40710354401648,1765.465964313826,633.2158370837085,False
AXPY,256000000,AMD,4T,4,0.0566309795,5.031608638888889,0.2847972322395216,88.89973913507899,1461.3447910744735,579.3350997599761,False
AXPY,256000000,AMD,8T,8,0.0571047852777777,5.721970416666666,0.326747131661558,100.20270211936015,1474.4078563727562,672.5432605760576,False
AXPY,256000000,AMD,10T,10,0.0576936032777777,5.973833777777778,0.344598225921269,103.54216454082233,1490.6418668968172,706.5482148214822,False
AXPY,256000000,AMD,16T,16,0.0579634262222222,6.836452,0.3964228434487938,117.93978625903738,1498.081022153187,823.0133213321334,False
AXPY,256000000,AMD,20T,20,0.063671450875,7.7105454375,0.4909444774584826,121.0982415635275,1655.45415321371,941.0277368361837,False
AXPY,256000000,AMD,32T,32,0.0589129512058823,8.826455911764707,0.5200563549187378,149.79256749284804,1524.2599069318405,1091.6907171599516,False
AXPY,256000000,AMD,64T,64,0.0597122620294117,9.288174647058824,0.5548229118483523,155.54879559407587,1546.29731122514,1154.0289802509665,False
AXPY,256000000,INTEL,1T,1,0.1462900028571429,6.505018714285715,0.952599992005285,44.41654131082651,3933.289481550816,778.2653529638679,False
AXPY,256000000,INTEL,2T,2,0.0992485558636363,5.514698136363636,0.5441546479108327,55.84864849684456,2636.3329592304235,644.5587042795189,False
AXPY,256000000,INTEL,4T,4,0.0867769850833333,5.893778666666666,0.5112432328423568,67.95009908177596,2292.48543537923,695.739693969397,False
AXPY,256000000,INTEL,8T,8,0.0867070756249999,8.001006958333333,0.693546254128897,92.05923468302404,2290.557996200543,980.2439637713771,False
AXPY,256000000,INTEL,10T,10,0.0879111910833333,9.046455125,0.7953921577270626,102.8905681763523,2323.756069328011,1121.3935812331235,False
AXPY,256000000,INTEL,16T,16,0.08917067,8.655798041666667,0.7723672107667581,97.00417400940395,2358.4805410459276,1068.6496005850588,False
AXPY,256000000,INTEL,20T,20,0.092894765,9.671952909090908,0.8985025783468825,104.11476987380271,2461.155726625518,1205.8442271499878,False
CONV2D,1,3090,gpu_resident,-1,0.0003114451813407,0.1065770775409329,3.318029078511065e-05,342.6201933508904,0.0,0.0,True
CONV2D,1,5060ti,gpu_resident,-1,0.0007166533381088,0.1198900429799427,8.592193468997175e-05,167.28699681777482,130.10577175211765,12.49139659876366,False
CONV2D,1,AMD,1T,1,0.0580188854166666,4.513918666666667,0.2629295657354549,77.48862506815888,18528.923769797504,4135.356017275865,False
CONV2D,1,AMD,2T,2,0.0291960060857142,2.8118081,0.0820693290249946,96.10978708190312,9274.364361661368,2538.28598501406,False
CONV2D,1,AMD,4T,4,0.0143660886785714,1.9024574859154928,0.0272527302068629,132.16346908958172,4512.71823719625,1685.053155717109,False
CONV2D,1,AMD,8T,8,0.0071988618273381,1.436976713768116,0.0103512420215695,199.58041933818768,2211.437857650792,1248.2981021094508,False
CONV2D,1,AMD,10T,10,0.0058883297836257,1.3504036666666668,0.0079477233642794,229.28844278433377,1790.6472587817198,1167.0676451491356,False
CONV2D,1,AMD,16T,16,0.0037927238890977,1.0872644022556393,0.0041234007463935,286.791495932691,1117.782170451601,920.1672135718445,False
CONV2D,1,AMD,20T,20,0.0031414105815047,0.9009298228840126,0.0028301906321943,286.9578861795057,908.6560235036064,745.3317014045481,False
CONV2D,1,AMD,32T,32,0.0021982584226579,0.5786336383442265,0.0012720885942809,263.16936510167466,605.825151378134,442.9250376301523,False
CONV2D,1,AMD,64T,64,0.0022112709112554,0.5902663311688312,0.0013048297345362,266.8463417738949,610.0032505676879,453.839854486654,False
CONV2D,1,INTEL,1T,1,0.0365683902321428,2.179030055555556,0.0799133954558941,59.62243591625499,11641.517423619873,1944.5578972820485,False
CONV2D,1,INTEL,2T,2,0.0189302079629629,1.490594461538462,0.0283762207198502,78.83650380282948,5978.182966733569,1298.6069949853634,False
CONV2D,1,INTEL,4T,4,0.0098639487621359,1.03561042,0.010355170688908,106.54885545996136,3067.1540781828335,871.7008984434336,False
CONV2D,1,INTEL,8T,8,0.005496807090909,0.8130311546391753,0.0044813889019571,148.51810877382383,1664.9356677301953,662.8574299449294,False
CONV2D,1,INTEL,10T,10,0.0045561655357142,0.7349544012605043,0.0034123337262602,163.95389988189004,1362.9109097469266,589.598943992653,False
CONV2D,1,INTEL,16T,16,0.0051019395048309,0.7997979468599035,0.0040843886977572,156.38492820045775,1538.150085632477,650.4408690064955,False
CONV2D,1,INTEL,20T,20,0.0045348652400881,0.7182687139639639,0.0032550984654399,159.03307540352688,1356.0717300446092,573.9429627239492,False
CONV2D,2,3090,gpu_resident,-1,0.0002893070187211,0.0979851670506912,2.8346523125624988e-05,338.70446509467223,0.0,5.991342968889035,True
CONV2D,2,5060ti,gpu_resident,-1,0.0005828563919627,0.0924463869463869,5.388019495007685e-05,158.61736335242776,101.46638492880457,0.0,True
CONV2D,2,AMD,1T,1,0.0337962657833333,2.5258530500000003,0.0853674391548843,74.65409722663824,11581.799471278586,2632.2355512550603,False
CONV2D,2,AMD,2T,2,0.016445322,1.51065818852459,0.0248261308035333,92.45447955649546,5584.384040420998,1534.0911077473227,False
CONV2D,2,AMD,4T,4,0.0075068488571428,0.9603028421052632,0.0072173419232179,127.98004154986369,2494.7690071009342,938.7673048403487,False
CONV2D,2,AMD,8T,8,0.0038291366278195,0.7276963679245283,0.0027802654705793,189.8552015004529,1223.5546945063554,687.155011635605,False
CONV2D,2,AMD,10T,10,0.0031099920869565,0.6817055,0.0021216440558077,219.5064286386562,974.9798261737365,637.406320049421,False
CONV2D,2,AMD,16T,16,0.0019994620266798,0.5726117303149607,0.0011450699887862,286.55038820481434,591.1211610138421,519.39871230126,False
CONV2D,2,AMD,20T,20,0.0016444488265802,0.4716930081037277,0.0007756750110339,286.86547553692867,468.40958572301156,410.23411913034533,False
CONV2D,2,AMD,32T,32,0.0011579776864988,0.3157316819221968,0.0003656102609874,272.45141762693095,300.25910592066293,241.52949871940515,False
CONV2D,2,AMD,64T,64,0.001190527613744,0.3022220253537735,0.0003594420046951,254.3251383528488,311.51010404338024,226.91599459592,False
CONV2D,2,INTEL,1T,1,0.0195394670490196,1.1776363,0.0235019279785036,59.4310169075106,6653.8862815686425,1173.8586535382449,False
